IMSI,EKI,ICCID,PIN1,PUK1,PIN2,PUK2,ADM1,ADM6,ACC,KIC1,KID1,KIK1,KIC2,KID2,KIK2,KIC3,KID3,KIK3
410022233345270,379A839DB6B939C7145D5826351D8AAD,899222333444000870,1821,57143824,3897,55784946,34803323,54205553,0001,CD6037F3FD77A544F7EDB66A532E3DEB,DCFD4564E268E4B9686813F15EAA2A2C,DB4DB35A9A71853804B4897E5D9C61E9,D68E0B032E6C93BB3441761BF50D20BD,EDF7E2DA8B61A60BCA300B191D1B021B,2E3E0D2C2CBE70D8D9CADBFD91BA85C5,13F43EFAF6FA8244ACE1D6707081E626,A7E73F23F4BEC9D52883295ABF9E594E,096BE219AEF18265447AF05D52D57DBF
410022233345271,F45BD3778D4A2785BD642633EC4918F1,899222333444000871,7646,92044897,3660,56467980,64247631,90961758,0002,3CB51E8CD3E9EB61A45823FA8CC48B53,71F7E09CAEE0AEFDCDE90AABF1137DC8,E247F20F2A2D780F39AA8AA8352E5E72,5C34956FEA207CC8BFC636BD04A8BF3C,FAF4F4E86205CDD2E5BFA77B6A4A1DF1,FA3241BDEC28B908DF49AB8DE8BE9E20,AD7C2552FC92DC97256B344335BF6F3E,1AD1CA054A54B6A19C83071CD1EC3745,B8BFE993F7FAD4E283906320209FD2BA
410022233345272,3457EE427D38D95134A24F005AEA436E,899222333444000872,1079,83576692,1084,91576851,37166898,41436329,0004,CA10CA8578D8817BBD8378D143B14422,873BF03E97A604A4DE820CD716AADD9C,A34A0E7AAABC37210997D6C6FC6CB0E6,284D1EFAD86A4DA028EB8452FFF7D402,DAA4CEEAD7EB3FDE1A341417E3EF5E72,7B2FFDD1837E224755196C18946F6AFD,E0DDD602E43231F9A73DBE354750D84B,C0EE8C35D66953461C0A6D7F937B5243,E39D6413A27B918994BE7E482B42E992
410022233345273,784C55A57F0F340F0CE68985B7292AB2,899222333444000873,2760,60287082,3152,93578740,81749373,78118264,0008,5CDF959557F209631F9008BE79CC22C2,C15B5212787CB42D6A792FFDA1A2E902,6EB98034C57537E15F0161BDF0D77BF5,4426D91BE8BA7211B612E7D8D35CEC1A,E2CE047B110727BE4E41D24790E303CC,BD151C55ED4BB811A849EBF1D05CDE92,4452CE1C778285E3144070F5838741F0,B944A1DB3B197E91264EE87B27454C17,0B71A53F2788FEC8D49C3AC303C652AD
410022233345274,7E20822B50DAE9B818A1F55BF015179D,899222333444000874,9983,63886959,5433,20482566,95573929,25358764,0010,F9B9F2DC02C528823176F41C3DC65EA6,22114BAA530F75CE424AD1E08C0BEC74,6D4D3428B2BD84496B354DB5792B565C,B43CE802E4F35F1EFD59F514197178B8,2A9583AE288FC93D7A060705ECD815CF,EBED8897ADC5FBD9494B3D934362052F,9A45F6BCFB8368A9B2DD3B461BBAD6E0,4C2FF6FFEB90F557E24424AB857A93D4,1C2DD34FCEE8E8A1D15C953085F969EB
410022233345275,7D22DEC5C0937270ABA80B36B83515DC,899222333444000875,4116,58406812,1835,50302937,17960200,73793889,0020,33A8B9243E7C51DD9E90E36D57E5AD05,B63FCA2F9A54E23497ADA298AFFCACCC,A36FEB110F892F84B16653DEC7201034,869FA15DDBAF6C004C4A8524D9091595,8EFEF33869A9229F4F8F8D85C578A33D,22372AD0F9D40EDED359374C5B9FF543,68C83E11AB72616FDD0D378A77A8274B,312A3E37EC80838B32306507E063E747,F1439C4B02AF6313D5005B242F93FDA5
410022233345276,A5B1CD736AF7A16F1273F60FB2466297,899222333444000876,9185,69325353,2226,23203632,80073616,94383149,0040,13484417D29403DB1EE8B6298AB9F7C5,029A22BCEE3DF12504F1CC6FA8FCE517,6D76AE40B847F0B0538F4C0B0C0C71E4,1D974DD76CD9EAFA50EAB6578EFBC3C2,C4ADC0A258A94ED0EBA97C8B9A81A115,06E3B23CDD9EAAEDA40E30D38B5DF841,EBC2E3B702C09193587C2823EBAF6DE2,AAC4224338A3AF31AE3BE26C2E00980A,46CDED1BF80A5A6B4B40D1DC2A7B696C
410022233345277,3233905BE03C8FF5F9A8A7C3CDB4EEED,899222333444000877,4255,74763141,9023,80585602,87977249,64191895,0080,E5210B9FFE903EF5F9A56CF63EA7D9C5,F7036AAFA6BE896CE28FE76D58B7AEC9,AFED7BD97D88C7ECD0DE4F4269F32C6C,6AE457B2CF7452C2D35864DD7EF23159,5997562EC0DC41A97D68C82F6475EC44,0338DEF6500F9A1B4DDFE858C5E378A6,132382A4BFA7E5228233E4FA2D0F517D,583931B61DF7F3AD8598737FBA0111D3,188374E614B4693D5BDE0D56FE420034
410022233345278,CE128A32390FC3343CA5A980F5CE39EA,899222333444000878,5281,65592015,9791,37395939,45182755,92731206,0100,66FB24DB384C81BEF4AD42524C55ACC9,314904AB7BDCF54B21B571828589EA86,81D9295B390D85149DC4BE7ABD8D400B,F0B62D924E768B12BC15C2B98DA574BB,8F46878505D39A6047AB0DE79CD51397,2B74D2AF7C364FCD6A59DA3861DE56DA,CFBA1943B33BDB70AE2DE36EEE5B5E0E,93B8A35E2F62A7D3C2D670D1711D6845,9D5D8197F14DE2D669B65252C6AC0BC6
410022233345279,D8BEB80591129D5F42C4EB13F938D82A,899222333444000879,9675,64242285,1839,34039977,91820432,29533690,0200,8008EED736CECA2D638641700336018A,B65F24F116D5DDFFB2705A2D8A5B23F7,DF01E0F08D685A1D2833F25263DDE238,88A48F3715DE62DB3B15EE7195C521D6,B25A78B3D9D80D6ADF716AA8876C97F0,FC2547BCE07AF18CB3DAEBCD5EADFFF9,AF1AF1B23B6E436153D42D7B5FF87E43,AE25E388E91A831B6B430740F32503CD,9E944EEF71B6B8D89322AD514AF12D62
410022233345280,CFB0A0703ADD6410C4F01060F34DF90E,899222333444000880,1073,64318565,8153,37875734,10677620,33214934,0001,AB1B1B6025699174D18CEE3E1C7E8847,AA81CEB23393ACDDAD173E05C76285D9,65779218DD0E2A35BB5C4F221DD8EE83,4CED4B113686D263F8501A57C5B18097,2141BEEE609A3564825EDE7A2EB1B90D,96E27BDAB6FF6CE7C30357A258A89FEA,59DADA4E486E3C5EDF34178A4378E3D3,D3E6962D341F22111E73B772B7E9E175,7260E11D08C48C2EF4FC42323BB08F3A
410022233345281,1D72A0B4157129D4290E66BF9617605A,899222333444000881,3324,70611233,7916,10712266,34333770,79177784,0002,6DE123AFC8FD03A1640D8AE4234CE1F6,7C0C565906E913B12C9B593FD1EFEECB,EB98EA1E2A4042DA8F85817DB63D7A61,1B93098AA181DE5CC4B61ED61E5036D6,EAFDD50454F9E8F24E46F4F45603403B,18D1D1EA67F5DC0340A6EB1117E5DB4F,6DC7F02A3E7F0194A9D3B82BBAFDA719,ECE3618B9B3D1A0DDBEFE2395F6A8733,5890F60051A7F948EDED81388C5F2199
410022233345282,2BE42C5AACE0B6624A2E44D02644D388,899222333444000882,4863,57465291,4102,85195607,92290266,17535595,0004,75BCD46B12F4F415F8FA743620100A2D,562F3A5929E70647B4B4C1A4510B1B4E,DB4CBF1CFCD1ABD62A57D7B853EB0D5D,BB8CADE2138BEBB6A6F1AF2A5A291262,F31775E15A124136250513C5774247A2,0FD6CA5841C8850B6C73E1B815F950B8,EC61FE87357D19F9E5FF38547A1E7721,4BAB4749972919D35A22362A7B116CF1,F9195797C90D394912ADA7F492DB13DC
410022233345283,B475AFFA5C72A6B9CB4C0D3849750A86,899222333444000883,2339,58291123,1630,70087604,80600435,52415428,0008,CEE334518F810869A8D68A2E6165CF28,B85929A76078BF572DAC0495992149E2,476CD15EC7A8092A780D339B8E04BCD6,E392866B2A5498CBE0776B2D9655AE43,513C8FC9F0B91DC45ECC16FF75A1B27C,BD54918D94E7B05FACB8F81EED3411AA,752526B30B37DF3256D8F9AD86DE7F75,0381F7D514F5C859A97BE39AEF5F7F8C,8FCA39E6DD9C1B3986C818A1D319CFE3
410022233345284,CBAE6B720DDA07805E743D6B886C0233,899222333444000884,2557,85458377,8450,90687325,90647930,78005399,0010,810DEBA860DE770E9FF94485C926149B,5445881B651406F0CB1356814B41CDCF,2A42639A78BC781974F1565F14403158,40C2C9419677E279EF9B1C27CE846E6D,064620657D97DF68A8790E193377E988,7E20081218C2D69E3ADA4CC6E916365F,E13148F90B137A98EC7A2669382DB1A2,2EE9C4CB688A7B86AD0A83EADE85C4C3,939B43E8B85D5AC70A1D34AD3D6925A8
410022233345285,AAB4A4602A56E44AA718C42386E252F0,899222333444000885,5349,25485234,8502,76939700,87792954,46755964,0020,9685E660AEF59FC6DC25F2556C7492A5,E8092D2D305E137EF166291A1026C455,90DBCF2E7D98485BB77A9E56FF895DF2,1923E8D6C03FDBD0BD38ACBEA98AC92C,376C9F89737F07225AA9C1CAD2C0E4DA,C958BE5A302979A04D00C6A55DC9E365,B429A68C95B74C3C8269CAB4185C274F,750EFE66096C3078A5A8B637ECD69B84,A8B87C964A7AC9509884443EC6339CF0
410022233345286,97F71B98E6204D0398FA83F01487D7B3,899222333444000886,5580,75996358,8852,10985964,33132360,56355728,0040,4ABE9850C78AD8CE9AFE3387ACA8BD60,EFEF172D89692B2850924910FE98B876,2F77977EB361872CB4541A9A9197938B,D47A92126BA8195ADF9C9BE313FB507E,A9463564071AAD8D5235FADD7869A21C,F7583DAF992D4441265250A81EE0A89A,1B25745E0355D89FBC6A9C2961D05C54,442D162408852560EAC207D60DEA6CBE,52205DF72C36B563BB498BC32BA9A49C
410022233345287,50732F25A87107F1DCF9DF2F9F4787E7,899222333444000887,1994,83403655,7778,39810762,81502912,43065825,0080,6EB6C2354FA42795592A1260C9BEC9B7,1C9AD1D4855AC851D407DB958A702C24,DC136C39CE7D6A114B57DB9A40F04DFE,DC98CE7AE9DD17F4D9C3561BE2480E81,6EED99ACD87AE3210ADEAC1DEE791EDA,76AE0EECFDCDD3A6C69E4F5D52DFB760,D77F4708F79BAE2300240AC573BD878C,EEDE7BA6DC6E1AB348F75EAFB3F63BDE,327222C530C2B95674D471BCAFB57754
410022233345288,C2F0DA94A5C7DD745049EBEC2099D6CF,899222333444000888,3648,36737081,7010,63482257,16446930,66620371,0100,8E962B10C5904EE0678E5217A52EC17C,82261C96B0C4FCA31BC85CD9F9796C1D,5005FE2ACF41AD9A72AA351E4781241A,4ADBBCA7D52BC44CAFCA0260C8A8FF3C,D8B9D973F7B13CBCB25E7E4233C397D3,20D221BC325189298EB70896C177EA28,AA75B4D2067E9EB4CBE9475ED615D9CB,B0CB580C1B0BAA76CF6A06F7A8637DC9,35AFD3F3E085E8188CFD7E02990286B3
410022233345289,0DE8DA4264E837A339B826980A3FB787,899222333444000889,4238,86113992,5426,58355124,27726166,65138990,0200,0DB36F2C4762820C0BF3EACBA6EF8077,FF4A5ABB8AF369A35A1D18D4E75D28C0,312C256849361BC5DAEDBEDAD5F081F7,1B01E8AAB7BA141A63D45021FB0D7048,A56A97CA29A96E2AC3192E4B367355C7,4037294C4571AA30FC7C085E008DD2B9,1940BEF506B1C6B90ECD7853E9F18CB7,86926219764C94967C2A5029EDCDBE69,C0DA80505AFD37E4DE74DE0FB321D998
410022233345290,1C8775EACA474B4B1EA43481856A8EC2,899222333444000890,7758,64209182,8212,33358578,13686122,28697259,0001,468C2070AB9D9775C2FA6781128724B5,A63C9C69839855524D9B06B11D83B633,AD0D6B4BC26411484173C076528679A0,22B7417BACBAAE39CC4B940CB5958627,D8F6136BB1EF3367612D700B0F3CFEC5,31D2440BACB32156BA9A5AC84D06E49C,80A54B49BEF292E71AC764317400E775,9D80B3BFA2229C9A9294AFDDF4354F54,3CB22D380CF7147ABAA0570E24286ED9
410022233345291,495243EC6505DA13569C8E838FC011DC,899222333444000891,6557,26974026,8153,15697163,89335605,32367837,0002,B898548BBE00E2916F183F830B62D4B3,C11AABB7EB7E8F1420C30AC1CEED414F,288A61464C51AA55D0AB9C71163F233F,FBD99C949560155153441E39F23000DD,93C5870638E63D2F5C6C47B3AB8E07D7,E79AF3B926E571CBDC37AE8A6255FB3C,3451F56EBB779AA1EA06159D1D45EACA,C421AAA123712528EB8AE29351AA5813,207F5AF1DA07196623E547EDA6D6F4FA
410022233345292,BB9BA9046854039979B4811571D6EB47,899222333444000892,2799,12072805,1914,29971317,13274730,82009851,0004,E6319AD6571EA83813664D714BD3BC01,DD32C03A6489E6D298468F18C5541FB9,349FDC867B90D92FE4333AE4DC31A9C9,D1426CC871F576E238E9AF0A19CD2592,2D8B485F6DB8B587EC5A9B43750D3182,266E65847A6584267D136107FEC189BC,B52291CAC243DDE5D30A32640EECB385,0C317C1DF4E3F449DA0EB818485BF3CA,3AAB9F310B0A6665CCFFD7FA6BAA96FF
410022233345293,7EA535F007915A5D68E32A41BEA17988,899222333444000893,7721,19598225,9087,90904718,81956705,99033898,0008,9C0BDC71B7B131AA1DD11C7C0F78A764,29FB493802CAE85D9B3D9413E6DE25BF,B3E625A1BDFD8BC12DD2DB92FDC4A4FF,0E5AC209A76ECBD54B6D5411F8886E38,DDAA2DA25F456F2090F629333B0AFBBF,204D285AA168B19E2FD034F04E626E2A,28EDEBE93A2F00670431A25917787E0F,4D6E290457288377029CD8CE1D9ED287,F037F76A2DD6F646F68312C69D14C794
410022233345294,5096E8FEE7E266FEF564F4A1952DAD8F,899222333444000894,7455,50060314,2656,32393279,82608704,11154939,0010,7A2D9C88CB622D86E4E9A1382D8C48A3,2C9419BAA8B392AEF998E2C9853A6CFF,21E7F209CFA289901EA499EA384C411A,5613EFDA8B985683029AE1B4DF445419,A9BCDCE9E0DC510AE52ABAB6B6A9D59F,E10E9FC15A17A40C7F53876F54C33DF9,80E79F6A0BC356E07D76403A588601AE,08C6DDA563201B330E54024D6A916497,0CE3B8D2686A7C70725693C5285468C4
410022233345295,CBF6F9CB9E0F9D10E55AB528694CD46D,899222333444000895,9007,33519421,7940,72929583,33922345,83509646,0020,4589E918E65810BFD2EAF4626A0D957E,28EBE5B84D7CF293586C81909B559668,1A6FFA4466FD757956EE36F0815497AE,49C557A56487F20339777D9D85CA252E,DDE8C0E580C4C551B8AE8A0188D59C61,130A9AF9577669015D0F8D152F8DDC09,047A5ADDE8CC0F568F15BAC7DE40E2E4,FB44D9F076EC194C9E41409E0C0F9342,87D565EB4D656F8FF6F2A0595642E68D
410022233345296,B88BCDC62CB14115B13E17A023DFB91F,899222333444000896,9689,87115331,7424,39103118,67951165,66485326,0040,4F7C270692D3B1F63E3B142625058167,884A7201002675850DBB93836D26CF40,D631405B415CE22B34787A1DE36114D0,721F7A167768CEA70249B338EB6EA279,7253CE69659D644F6EA848A4E00811A9,265511BCFED2C8CE7B130AEFDD886894,4F06D541E64FDC866122DA139B6FF1D0,20898EB582956E5A166E210B10B9E7AC,EDEFAB28E345A5616357F391E81C1687
410022233345297,10F8D4403D79F5C1451D1D0FE2ACEE7C,899222333444000897,2649,40384743,7204,28676724,45630742,44782076,0080,A1A12043DEFE4DFB330D0D3BFB694630,4B8884AE5F3140D0AF5BEA4C106B8CAF,DFF9134B6C0F33B05E479E522E35E076,A6DA44FD20662DAB4D0602A7E2AF5E77,F09C6DECD11986F08A4D5C2F6691CD06,DC501179C74F588D0F1BFA505E21911B,D4601C0136697661F4E04F8FB16C465D,8EA489AA3FA09AD239680E65DEE41978,A31E9761F531A444CC337BA230E8FF35
410022233345298,6AE50B23CDA13915D6CC772DAE5F9085,899222333444000898,5645,66353038,9106,61360870,29198936,69503505,0100,E9AAEC9283772291384FFEB83126D062,1B90B80F6C4CE1DC1064C5FCDAAF7A3E,29D7A3ADA835BE516DA37F67AC89D52B,A334B2253C6A4A86BBD9E745720C920E,0D3A35B5168E70F2B7829E1111BF849B,E71562241A24A72C8B9ED5D13654201E,6F1AD58466E69A632AC24EE42F1D7D40,2E2C52A12F506C36AEDAF091DF872FA7,FC3792DF5C58E8D1A82F6838C915192E
410022233345299,32C21706E415FCB9731A7AF8CCE46564,899222333444000899,8133,96380424,5914,77633851,32611063,20845083,0200,11675D53406C92BD3D708041A58676C1,86F90AEE5FC2E03B22BCEA38246988C0,BA245EAD3FFBED2DEB7132E543DCEFD4,51B87EE4CC6141A269033EA6DD9356D4,E3F130D1110D7CABDB9BA12FCAECD8ED,6ECF5BD58B7B3418462CC7CEF8E7EA41,1803042A78BD5ABA337AD82ECCEE9FEF,56BA11CF599529D189D350100F78CFE6,AB7A7EAAA5BB5C6B734A55E9E03F452E
410022233345300,77A3F88C214B1C591E122C63F4B00BC2,899222333444000900,1610,51225103,4116,39080186,71863077,71418738,0001,43298BEFFF8D91D7267F195FF76A6492,BD57531BC9BF0EC69DC4C6E117898AF7,E1CB82B5B8A3D07C075DC3E5880DF398,7E18ECC1483FF9073C01AA1BDB3D829C,A51F90FDC48044659FB2324B992E7CE0,0E8C2CD13477A0A14A78ED6DD05CD795,5C85BB562757BD5D98E9BF948FDC1D94,71B3536AD83C785F0302CBCA4F182586,6CEBFA4AC77AFDF24EDADDFD7318DB79
410022233345301,ED56A287034E095CE5726567BD103140,899222333444000901,9367,18342325,1231,99062784,15481086,99973879,0002,16EB4DA4203B6EC7C6F49B61A529F9B8,6F2ED07955FC5B61A26FC8D03D4E6419,BCF63EFE08E097494DB3B70170B7070D,355FBAE8EF5FAC38077ACEA0CAC77CE7,5F4D9CA8B0CE123A4A4C1DE5B6405137,FE3E9F15FCE559A7657C0B01C7447E43,86408536F14806455B956A755438B354,B2FE591863CAADEFA17F91B92D6675BB,68BC2364F23A273D26F71B6180C3793A
410022233345302,44B451CBD972A3DDAFB5BB44EF0797A6,899222333444000902,9670,75861708,1696,16789122,78252310,51821164,0004,36D43C269D8CF92F5EEA037AFF424359,7835DD169F81634C2426F03A2E0BA400,8BFF46B498B19373E0CE259F819FA530,A0F676284C00AC9832D9E004FA6D70F2,B67593DD1D38F5F3386BD7B545493AD5,814FB7F58D4C03907F42E0C34520663C,17564192F40E873DDB3D4D340470A2CC,EDA077BF16C476A9947DBDF817D0252A,54EC7B59F117A62699AFCD8C53072761
410022233345303,C3E9E09F2FC749BD011570222E97850D,899222333444000903,3160,40978729,1238,33493867,58443441,85897362,0008,D236D6C8F28F234270F24C27CF8D4274,4A9F5B44EF05D231D1B1451A0180CCDC,49AEED811A694FAB7A6A5B75D93F4B6B,53DBB33B39CE7C908D40EBC30675C474,574FD7D306A2CE3951ED0E26DFF3464F,6F4F1195CD84C5D6019311E3A62990C9,F074A303727A4FE4CA650071402B22B3,D0E21A7B1789D4E9CAC55D6309A0BD0D,DFD4D8901C906155285E10C80998AF55
410022233345304,0D733A5BA71FA5C9FA4B9B0879C2E555,899222333444000904,2626,88127930,2667,10558191,11611161,17078151,0010,8D8EDA52D1E3A3A00D7B4AE5F29ADA10,BA44663BA09E8A7184B07705C858BFFA,FDF5AE3CB2962D96C1CFF0ED632CFA80,18AE109B3512168BB739F49418038DAA,2827B6505D248E2A85AE97BBB24EF7A2,58FAE3D5E0A40CE62AD50B108109EAAE,697DB0DEA0C1D0B5F8BEB0F152611562,84AC51A8437B33E40DEB6602489DFC29,98013DF4911190C4E52B5FC20C28F607
410022233345305,A5E6E3B6438FFD96F050075E89458CD3,899222333444000905,3882,76120165,8674,72000319,90337355,69191293,0020,073A1180232523EFA9F5C6E52B285CC5,1A45EF56C3E428C8B57AC11B3B6AC75A,EA46052B503FFB436FE5E2FE112DA67F,27AD390400C1387212AA94BAE7AD1C12,66542A71709529C1DD4D82D6FB8DF7AE,E813351FDA81F80B487D41D6F9F48429,FD13B4282E756951E4DA859684DB8087,2FA8F4B843B901C63EA0B11E8145A49E,2796A99F77101468472BD764E10164CC
410022233345306,3DD1C003E4AFEA0C8A6F8C2388FBDFA0,899222333444000906,8814,10182612,7279,22450488,17501296,46568591,0040,D9189E8690CD5A70912AE76822A5C1B5,FB0925767C994F10011697CB1290F1D8,AB5E02904F720576027714FA37AC196B,4289AD3B3B0255F542AC58BE8B1CEB91,DB2B7C4110FB2F7A71B8F646673A8D9F,EF3A4D3792BC1AE7A5723A663EAFBE0B,5EB87514D1DE637AE5BCA22B81800B7A,211937FE43843DF67193CC0B5C6282B5,562E60AF3ACA7CB9018BCC5051610505
410022233345307,2A0F05DD564944B1ACF8A227C762DF00,899222333444000907,8410,76529606,6728,64035516,11358319,11702433,0080,F26570CD1322B7A2871C5125D9BDCCD1,7533D07406C59E7A67E29082F4E753A3,98EF4CEF64CC252D5720B495CAC0454F,3809FEBEDFB1BA6C0297CFE6CC24A1D8,19ABDA6BF81B0A614C51AAE64E8421CC,409747B045664A324843BE4E8145E094,E7CDB93FAA3F17891F2D7D0EA9E44FD1,1899FD23AB39FE325FF2C2DE2BEDDE58,28007B303C9F779B9B82B2B2D53FA988
410022233345308,8F929B06C9A891DCB817860549BB4EC8,899222333444000908,4337,52741140,8696,20519008,46888461,38378956,0100,C1C5FDB6B696253C86D990E55AC663B9,E1A5F56F3A46341DF0C7695035D5061E,F03EF01F36C1AAF92711050C534212BE,992BA27B793EF90F97CAFB6FB690342D,06EB06FF7B4642BB85402EBC897B83DB,7FDEA42A3A7DCBDE3A279518AC285B8C,C73E95E02D74AAFE55BF5A7738920585,63449B00633EF33BB17F5236F793F75E,9B23E2909A27DB9D4A7FF2C9C054619A
410022233345309,C74997871E3394FCF9029A5ECA4979AC,899222333444000909,8600,28210623,3727,20039730,54735373,76792572,0200,F605994DB4FF5717FF20C4DCF820593C,AB961C1D9D427B2D67167C1A224F1501,D9945DEFD283DAB5EAE1808B8140730B,E66ED38A6DDA0648BBEAB640C9CC9E3B,9619CD03D9F13855DE1AA0C237CC8FE3,46456E50215C3D22AC3B645EB3520D74,A59BBFB4509E1075D9F128C275679FDE,6767C343F7DD2B6BFB79358CAB037E7C,66AFAF5090ECFF1D0E4D50E93BBA1784
410022233345310,DE0052AAC85EECC2065301163850369B,899222333444000910,6007,24061024,1147,39517789,12931920,79815845,0001,D659B0EEB30A7447B6369D9EC175F110,D4DA167715A5DB557243A785BE8C3019,BE6577A443DCCE8D5064D09F65F638E4,CCEE115662165E1821CB8EBD00F06BE4,2D0C57C0FDE4CEB1E3DA9E1F08DDDC8E,8FE5189B1C2C5AFC41C564D411824467,F9359862629564741F7652877DD542A3,1E52B3FE46294E260486BD621CA4279F,4553501C42AFFB1942BC4BEBF047F7CC
410022233345311,2B524FAEAF65EA7C8B666A1FC8018B55,899222333444000911,3999,83458875,8669,78769961,31250854,11839697,0002,9904C6F1273619FD0CDD65BF4281F411,63C843ED462861FBFE28FF44BBCD7DB3,9D3CFF231D9FE45294775EAE003870CF,7135C265397DDFE117A882A40653B386,4994CBCF46700FFBABA12AF53D125153,19C2EFB187C73022F66BFCA075496A41,1B98DB4282B18173580C9B00826B18FD,74B2254421E8A59577F70FB0A372BEAD,11A6E403CFF3018C1E49937EF552DE74
410022233345312,F68EF64F69FFADD8CCD58FB8930878C8,899222333444000912,5411,32470876,2811,31998689,84979189,97915561,0004,7644E452B1A7BB29EB0F59C877282968,4D7F66A3E3BBFB26EC5CBBF42DC0198B,513B2090DC7A4D6A10950C0F72E31609,73D3287B94C63EACA68FB76CA8E67E82,A69EB9465AF9715D93D5A535B4AA504A,D820EB4DE1D6620252DC7D68934DBB0A,8D1D2FE30F81CD76CF7B41BFB974F691,FDC532A7EF1DECE955CAB5ED6DA97B5C,97D3AD359D4E112660E7ADBB24596C77
410022233345313,A8D6A17D224AC0561F4872E2756E564D,899222333444000913,4867,96033853,3130,92300227,12341679,93060764,0008,EC8F1B16D6C22205FE1BABF66492E5AE,CD714159BB9A20EAAFCB7CE517537313,660C6577144ACEACE85BBE99C6F95811,3283D6AA0F57F701E387F178E24C3C41,C324308A3E4A88CF0DE3713B065107B7,ED010FE30F756E012C8CCE1DACE6F0ED,F0C91E30FC9F88EB4D22813B0633F358,C33CD20966B246B37F286F540446BF0F,28398F3426848ECDB65BE5987FA0FB2D
410022233345314,8B2E5F5C1378B70377A5AF4720447228,899222333444000914,3422,57880948,7220,72719367,39530568,12690083,0010,A292CD54BB09CDF4DD133F456548CB11,FA496ED188013535986DB6725D5FDBCF,9115435BEBB3949B8586826C2E6F9377,0E4B54CEAF13008B5B5C2E55852E4C97,38EB70D28323A7E1FBAEF3FF2A4F5DA9,224CC31548C939AD4333B8ED3221ED84,0F973BDE14EF963B975B76ADAA002E18,FA4283F68D581C80F3BAC71E90B17B20,A652E13708566046A7767D53650BE1E0
410022233345315,C88680506878FCBBE151900AD0BE10C3,899222333444000915,4839,75262415,4288,83817958,80593933,48562073,0020,72CFC1906DEC7B9FEF93FFB24D056DA5,9931CDDBFFEFD440CDB55A15F61CCF37,A204E5B76C3116CB454037E4B8381D54,BDE3D415FBCAFAD7E270921F04AFDB31,9EB6BC5C9E6492B11489DD32390C63AC,F78A0B49FB85F8A3552A563305BD4487,A2A52762D04368AB891D57CBE25DCB38,EBD6A4AB91AF5C7D4DA2E2D9458587D0,FCA96B4B2B16C9CE5AC4FFEA41C8F316
410022233345316,29E748073C918265C275A3B9FA518141,899222333444000916,5335,90569731,6017,41759686,64759789,46474192,0040,1A3BAD305140B5A9BC4EE48F4E8B0D6D,DD4599B7DA3A1F1AB4AB299B29A06280,CA0B009004C02FE166F827A6E6426B0F,C21140C0BE3814A9A2D760FB6F6A1B7A,DB1DDD657585E1830EC642BAD3727059,76842526B45678772E7F2B90FBC96CD3,F3D74BA6EBD459D5DA715F6737F7474E,4F44CDD9FBA4B4533B2C6236134D57B3,017083756D7066783F0509DC1F6CCEC1
410022233345317,965661BC1E439C5B1A659762393E50EA,899222333444000917,2726,38194364,9896,65232549,50115783,84692479,0080,6CB0E23722DCE78D743E125D95000E4A,FEBDCBD888E1375D978A3395E1E1CE84,8A3B5C1FEA07F3B8FA56E630B54DB36C,909F08799AEF75A97FE6183227FED6AF,541D52FEDB51B48F90D75365760E58FC,410EE3341DBD73643643AF9E99DECDD1,57F50F35E343A73B01774B481AEE2C27,74A6D78EE75A52C138E3650B50941DD3,EECFC854BEEAB3249F19B4EEAF7318FC
410022233345318,5B15BC50FADC69E5A5617654E23F71E3,899222333444000918,9318,91875540,8356,62181880,58346875,64432147,0100,110B4BD29CAB3068E2BF3BE4A22BB4F6,27D2CD2EDB07941D2815329744ECB4AF,D3AC6AE3BC90F12DD2B4650FCF6A600C,343174176A62B3995C62CD3868CA9AEA,996D32D9941F1F0FA05749624839FBED,EF5EAEE48F8AB97E276D2D420B6C9B49,4F7D8BB9DFD64A389A084AE63A154FBD,48DFFA8F1296C699FB4662E4BF901DD4,F70CD9AB3BA711388ED1701B6DEE9D36
410022233345319,6374EAD5D95297B864C4B5B94306F27B,899222333444000919,6152,22099451,8304,57056552,42344875,74998942,0200,9DE8860521910546D539332F5435DFEB,31A18C0280A9DD52199A53E543595CC1,6B526EFF23A0B17EE6DB9D3421B917AF,B5EB370E9E15D90B514011528357E07B,746C83E90D5D255B8C1EF8E338D97ADB,0CBA685C20FD4F53C7380A40CA6885E4,3C62142B27744EA35BBF9831ECBD9956,CA83B8A6F4DBF934196D4C8B2BAB82F0,4B8AED978E8AB6356CA5A9B7164CFD60
410022233345320,CBA51B71F6FE8627979B8B06EACD3DA0,899222333444000920,4833,83148601,8436,23074824,83187121,83879795,0001,85200B90EF815E1494F97CFF55A3785C,45A498A5791E3301740F332A880BA506,2ED0D1443688F6B33401CA5EF10F48C6,256DD8C77ED9ADC6006EB68AE22D745E,FDFE40EB973933B3347C41F6ADD64A46,0CEF6BE777E019A7276870626696449D,47FAF1AD383B5821FEDB68A1AA7FBC85,64898C8285A6E078D7940BF0AF9C2A5B,9A9F9FE9084FFF0780EE8419F8019232
